Tittle ,Link,Salary,Level,Job description,Requirement,Job
𝐍𝐡𝐚̂𝐧 𝐯𝐢𝐞̂𝐧 𝐭𝐮̛ 𝐯𝐚̂́𝐧 𝐭𝐚̀𝐢 𝐜𝐡𝐢́𝐧𝐡,https://www.facebook.com/groups/241435937855223/posts/700529698612509/,𝟏𝟎𝐭𝐫 -𝟏𝟓𝒕𝒓,,"🌎 𝐒𝐇𝐈𝐍𝐇𝐀𝐍 𝐅𝐈𝐍𝐀𝐍𝐂𝐄 𝐓𝐔𝐘𝐄̂̉𝐍 𝐃𝐔̣𝐍𝐆:
📢 𝐍𝐡𝐚̂𝐧 𝐯𝐢𝐞̂𝐧 𝐭𝐮̛ 𝐯𝐚̂́𝐧 𝐭𝐚̀𝐢 𝐜𝐡𝐢́𝐧𝐡 (𝟏𝟎𝐭𝐫 -𝟏𝟓𝒕𝒓)
𝙺𝙷Ô𝙽𝙶 𝚈Ê𝚄 𝙲Ầ𝚄 𝙺𝙸𝙽𝙷 𝙽𝙶𝙷𝙸Ệ𝙼-𝙺𝙷Ô𝙽𝙶 Đ𝙸 𝚃𝙷Ị 𝚃𝚁ƯỜ𝙽𝙶-𝙺𝙷Ô𝙽𝙶 𝚃Ì𝙼 𝙺𝙸Ế𝙼 𝙺𝙷
🎈 𝑋𝑒𝑚 𝑗𝑑 𝑣𝑎̀ 𝑢̛́𝑛𝑔 𝑡𝑢𝑦𝑒̂̉𝑛 𝑛ℎ𝑎𝑛ℎ 𝑡𝑎̣𝑖 đ𝑎̂𝑦: https://forms.gle/osznPSe1jawkFZwo7
🗨 Thử việc nhận 100% lương, hưởng đầy đủ các chế độ BHXH, BHYT
👍 Có cơ hội học tập và phát triển trong mảng tài chính - ngân hàng
🌠 Có cơ hội thăng tiến và phát triển lên các vị trí chuyên viên, trưởng nhóm
🍭 Được hỗ trợ 100% thiết bị làm việc
👉 Bạn chỉ cần là một ứng viên tốt nghiệp từ THPT trở lên hoặc là sinh viên đang chờ bằng
⏱ 𝑻𝒉𝒐̛̀𝒊 𝒈𝒊𝒂𝒏 : 𝑳𝒂̀𝒎 𝒈𝒊𝒐̛̀ 𝒉𝒂̀𝒏𝒉 𝒄𝒉𝒊́𝒏𝒉, 𝒕𝒖̛̀ 8𝒉30 – 17𝒉30 (𝒕𝒖̛̀ 𝒕𝒉𝒖̛́ 2 đ𝒆̂́𝒏 𝒔𝒂́𝒏𝒈 𝒕𝒉𝒖̛́ 7)
🏢 Đ𝐢̣𝐚 đ𝐢𝐞̂̉𝐦 𝐥𝐚̀𝐦 𝐯𝐢𝐞̣̂𝐜:20 Cộng Hoà, P12, Tân Bình, Hồ Chí Minh
--------------
📬 𝑮𝒖̛̉𝒊 𝒉𝒐̂̀ 𝒔𝒐̛ 𝒗𝒆̂̀: diemchau0412.hr@gmail.com 𝒗𝒐̛́𝒊 𝒕𝒊𝒕𝒍𝒆 [𝑣𝑖̣ 𝑡𝑟𝑖́ 𝑢̛́𝑛𝑔 𝑡𝑢𝑦𝑒̂̉𝑛-ℎ𝑜̣ 𝑣𝑎̀ 𝑡𝑒̂𝑛]
📞 𝒂𝒑𝒑𝒍𝒚 𝒕𝒓𝒖̛̣𝒄 𝒕𝒊𝒆̂́𝒑 𝒒𝒖𝒂: 0346 424 105 - 𝑴𝒔.𝑪𝒉𝒂̂𝒖 (𝑪𝒂𝒍𝒍/𝒛𝒂𝒍𝒐)
👉 𝑃ℎ𝑜̀𝑛𝑔 𝑛ℎ𝑎̂𝑛 𝑠𝑢̛̣ 𝑠𝑒̃ 𝑐ℎ𝑢̉ đ𝑜̣̂𝑛𝑔 𝑙𝑖𝑒̂𝑛 ℎ𝑒̣̂ 𝑣𝑜̛́𝑖 𝑏𝑎̣𝑛 𝑡𝑟𝑜𝑛𝑔 𝑡𝑟𝑜𝑛𝑔 𝑡ℎ𝑜̛̀𝑖 𝑔𝑖𝑎𝑛 𝑠𝑜̛́𝑚 𝑛ℎ𝑎̂́𝑡.
#Timviec #Tuyendung #Chamsockhachhang #Shinhan",,Tư vấn
,https://www.facebook.com/groups/241435937855223/posts/698128272185985/,"Thu nhập khởi điểm: 6.200.000, thử việc nhận 100% lương",nhân viên,"Sinh viên mới ra trường nhưng đi đâu cũng yêu cầu kinh nghiệm
Đi đâu để tìm một công việc không yêu cầu kinh nghiệm bây giờ???
Đi vào đối tác Techcombank chứ đâu nữa
ĐỐI TÁC TECHCOMBANK TUYỂN DỤNG NHÂN VIÊN CSKH
Thu nhập khởi điểm: 6.200.000, thử việc nhận 100% lương
Có cơ hội học tập và phát triển trong môi trường ngân hàng
Có cơ hội thăng tiến và phát triển lên các vị trí Trưởng ca, Giám sát
Được hỗ trợ 100% thiết bị làm việc
Đặc biệt công việc thuần CSKH, không SALE, không ÁP DOANH SỐ
👉Bạn chỉ cần là một ứng viên tốt nghiệp từ Trung cấp trở lên hoặc chờ bằng dưới 6 tháng
🎯Thời gian làm việc: luân phiên ca hành chính
👉Địa điểm làm việc: Hội sở Techcombank VinCom Trần Duy Hưng
👉Gửi CV về email phamhienhr3110@gmail.com (Họ và tên_CSKH Techcombank)",👉Bạn chỉ cần là một ứng viên tốt nghiệp từ Trung cấp trở lên hoặc chờ bằng dưới 6 tháng,Tư vấn/ chăm sóc khách hàng
,https://www.facebook.com/groups/241435937855223/posts/698995392099273/, 𝓣𝓱𝓾 𝓷𝓱ậ𝓹 ổ𝓷 đị𝓷𝓱 : 8tr5- 14tr5 ( Lương cứng 7tr5-12tr5 + HH + thưởng + PCCC 1tr ),Nhân viên,"𝙈Ở 𝙍Ộ𝙉𝙂 𝙑Ă𝙉 𝙋𝙃Ò𝙉𝙂 𝘾Ầ𝙉 𝙏𝙐𝙔Ể𝙉 𝙏𝙃Ê𝙈 05 𝙉𝙃Â𝙉 𝙑𝙄Ê𝙉 𝙆𝙄𝙉𝙃 𝘿𝙊𝘼𝙉𝙃 
 𝓣𝓱𝓾 𝓷𝓱ậ𝓹 ổ𝓷 đị𝓷𝓱 : 8tr5- 14tr5 ( Lương cứng 7tr5-12tr5 + HH + thưởng + PCCC 1tr )
  𝓠𝓾𝔂ề𝓷 𝓵ợ𝓲 
  •Lương tháng thứ 13 , được tổ chức sinh nhật , du lịch , teambuilding ,… 
  • Nghỉ 12 ngày phép có lương / năm
  • Thử việc nhận full 100% lương 
  • Được đảm bảo đầy đủ chế độ phúc lợi
  • Không yêu cầu kinh nghiệm , được đào tạo bài bản 
  • Cơ hội thăng tiến lên các vị trí cao sau 3 - 6 tháng 
 Làm việc từ T2 - sáng T7 ( làm sáng T7 tính lương 1 ngày )
  Hồ Tùng Mậu - BTL
 __________________ 
Ib mình gửi JD hoặc lh zalo 0868057981",• Không yêu cầu kinh nghiệm,bán hàng/kinh doanh
TUYỂN VỊ TRÍ NHÂN VIÊN TƯ VẤN FULLTIME,https://www.facebook.com/groups/241435937855223/posts/693850509280428/,"1.THU NHẬP:
Lương cứng: 7.400.000 vnđ - 10.900.00 vnđ/tháng
Thu nhập từ 15.000.000 đến 30.000.000 + hoa hồng + thưởng
ĐẶC BIỆT: TRONG THÁNG CÁC BẠN KHÔNG NGHỈ NGÀY NÀO: THƯỞNG 500.000 VNĐ",Nhân viên,"[NGUYỄN CƠ THẠCH] TUYỂN VỊ TRÍ: NHÂN VIÊN TƯ VẤN FULLTIME (KHÔNG YÊU CẦU KINH NGHIỆM)

ĐẾN VỚI CHÚNG TÔI BẠN SẼ ĐƯỢC NHẬN:
1.THU NHẬP:
Lương cứng: 7.400.000 vnđ - 10.900.00 vnđ/tháng
Thu nhập từ 15.000.000 đến 30.000.000 + hoa hồng + thưởng
ĐẶC BIỆT: TRONG THÁNG CÁC BẠN KHÔNG NGHỈ NGÀY NÀO: THƯỞNG 500.000 VNĐ
2. Xét tăng lương 3-6 tháng 1 lần, cơ hội thăng tiến rộng mở.
3.Công việc: Gọi điện và tư vấn khách theo DATA công ty cấp
HÌNH THỨC LÀM VIỆC: FULLTIME
THỜI GIAN: T2 - Sáng T7
Được nghỉ chiều t7 + CN + 1 ngày nghỉ phép có lương.
YÊU CẦU: Có LAPTOP
Làm việc tại: Nguyễn Cơ Thạch - Nam Từ Liêm - Hà Nội
Ứng viên quan tâm IB trực tiếp hoặc Gửi CV qua Email: maianhle.jasmarkets@gmail.com","YÊU CẦU: Có LAPTOP
Không yêu cầu kinh nghiệm",tư vấn
TUYỂN DỤNG NHÂN VIÊN VĂN PHÒNG,https://www.facebook.com/groups/timvieclamchatluong/posts/2189851347887093,"Thử việc lương cơ bản: 7.400.000 + Thường + % DS (Nhận 100% ngày đi làm đầu tiên)
Chính thức lương cơ bản: 8.400.000 – 13.000.000 + thường + %DS",,"KHU VỰC MỸ ĐÌNH, HN 
TUYỂN DỤNG NHÂN VIÊN VĂN PHÒNG
Không yêu cầu kinh nghiệm – được đào tạo bài bản
Quyền lợi:
Thử việc lương cơ bản: 7.400.000 + Thường + % DS (Nhận 100% ngày đi làm đầu tiên)
Chính thức lương cơ bản: 8.400.000 – 13.000.000 + thường + %DS
Không yêu cầu kinh nghiệm – được đào tạo bài bản
Thưởng chuyên cần: 500.000VNĐ
Thưởng tăng ca: 500.000VNĐ
Lương tháng thứ 13, nghỉ lễ-tết đầy đủ, nghỉ 1 ngày phép có lương, du lịch, team building...
Yêu cầu:
- Có Laptop cá nhân
- Độ tuổi: Nam/Nữ từ 18 - 28 tuổi, chăm chỉ, ham học hỏi, cầu tiến
Thời gian làm việc: 8h15 - 17h45 từ Thứ 2 đến hết sáng Thứ 7, nghỉ trưa 1h30p, nghỉ phép 1 lần/tháng
Địa điểm làm việc: NguyễnCơ Thạch, Mỹ Đình, Nam Từ Liêm, Hà Nội.
Ib để nhận JD cụ thể và ứng tuyển hoặc LH qua zalo: 0961991820.","👉Yêu cầu:
- Có Laptop cá nhân
- Độ tuổi: Nam/Nữ từ 18 - 28 tuổi, chăm chỉ, ham học hỏi, cầu tiến
- Không yêu cầu kinh nghiệm",hành chính/văn phòng
"CÔNG TY TNHH THIÊN THÀNH
NHÂN VIÊN KINH DOANH",https://www.facebook.com/groups/241435937855223/posts/701074538558025/,"Lương cứng fulltime = 5.500.000 + doanh số + thưởng
  => Thu nhập tháng trung bình 10.000.000 - 20.000.000/tháng, không giới hạn, tương xứng năng lực.",,"CÔNG TY TNHH THIÊN THÀNH
NH N VIÊN KINH DOANH

1.        Quyền lợi
Lương cứng fulltime = 5.500.000 + doanh số + thưởng
  => Thu nhập tháng trung bình 10.000.000 - 20.000.000/tháng, không giới hạn, tương xứng năng lực.
Môi trường gen Z năng động, chuyên nghiệp
Thưởng Tết, quà sinh nhật, du lịch 2 lần/năm,…
Được tham gia BHXH, được nghỉ theo quy định của Nhà nước
Được đào tạo các kỹ năng: Giao tiếp, chăm sóc khách hàng, xử lý thông tin,...
Cơ hội thăng tiến cao trong công việc. 
2.             Mô tả công việc 
Gọi điện tư vấn & chăm sóc khách hàng theo số điện thoại có sẵn.
Không phải đi thị trường, data được phòng marketing cung cấp hằng ngày
3.             Yêu cầu
Độ tuổi từ 95 - 2k5
Không yêu cầu kinh nghiệm, có kinh nghiệm là 1 lợi thế
Được đào tạo từ đầu.
Có laptop, không ngại giao tiếp, học hỏi và có trách nhiệm công việc.
         Fulltime: 8h30 – 17h30, nghỉ trưa 1.5h. Tháng làm 26 công, nghỉ 4 ngày tự chọn. 
     Parttime: 8h30 - 12h hoặc 13h30 - 17h, 18h30 - 22h,  xoay ca linh hoạt.
Địa chỉ: 50 Nguyễn Ngọc Nại, Khương Mai, Thanh Xuân, Hà Nội.
","3.             Yêu cầu
Độ tuổi từ 95 - 2k5
Không yêu cầu kinh nghiệm, có kinh nghiệm là 1 lợi thế
Được đào tạo từ đầu.
Có laptop, không ngại giao tiếp, học hỏi và có trách nhiệm công việc.",Bán hàng/ Kinh doanh
TUYỂN DỤNG BỔ SUNG VỊ TRÍ NHÂN VIÊN TƯ VẤN,https://www.facebook.com/groups/241435937855223/posts/695386765793469/,💵 Thu nhập: Thử việc: 7.410.000 (đồng) + hh + thưởng; chính thức: khởi điểm 8.410.000 (đồng)+ hh + thưởng,,"[Cầu Giấy] TUYỂN DỤNG BỔ SUNG VỊ TRÍ NHÂN VIÊN TƯ VẤN
Quyền lợi:
Không yêu cầu kinh nghiệm, được đào tạo 1:1
Thử việc nhận 100% lương, thưởng nóng mỗi ngày
Một tháng nghỉ 6 ngày + 1 ngày phép có lương
Làm việc từ 8h15-17h45 nghỉ trưa 1h30' (thứ 2 đến sáng thứ 7)
Môi trường làm việc gen Z năng động, trẻ trung
Thu nhập: Thử việc: 7.410.000 (đồng) + hh + thưởng; chính thức: khởi điểm 8.410.000 (đồng)+ hh + thưởng
Yêu cầu:
Có thể làm việc fulltime
Ứng tuyển:
Inbox mình ngay để nhận JD cụ thể
Gửi CV về mail: tuyendunghanhchinhhrm@gmail.comtuyendunghanhchinhhrm@gmail.com
Liên hệ Zalo 0876408552 (Phòng Tuyển Dụng)","Yêu cầu:
Có thể làm việc fulltime",Tư vấn/bán hàng
Nhân viên văn phòng,https://www.facebook.com/groups/241435937855223/user/100066162323427/,- Lương cứng: 7.500.000 Không áp Doanh số ( Thu nhập TB 8.000.000tr - 15.000.000tr),,"JOB NÀY KHÔNG YÊU CẦU KINH NGHIỆM, NGHỈ CHIỀU T7+CN - Nhân viên văn phòng
Cơ hội việc làm cho các bạn sinh viên mới ra trường, các bạn trái ngành chưa tìm được công việc lương lên tới từ 8 chữ số, lương cứng không bị áp KPI
Những lý do mà bạn nên apply vị trí này: 
- Lương cứng: 7.500.000 Không áp Doanh số ( Thu nhập TB 8.000.000tr - 15.000.000tr)
- Không cần kinh nghiệm sẽ được đào tạo từ a-á,
- Môi trường làm việc chuyên nghiệp, năng động ( Gen Z)
- Những hoạt động văn hóa cực ""chill"": teambuilding, du lịch, party,
- Sinh viên đang chờ bằng và hay mới ra trường chưa có kinh nghiệm đều có thể ứng tuyển.
 Yêu cầu: có laptop cá nhân, tốt nghiệp THPT trở lên
Thời gian làm việc: 8h15-17h45 nghỉ 1h45p, nghỉ chiều T7+ CN+ 1 ngày phép có lương.
Địa chỉ làm việc: Thành Thái, Cầu Giấy, Hà Nội
Ibox trực tiếp để nhận JD hoặc add zalo 0383481913 (Phòng nhân sự)","Yêu cầu: có laptop cá nhân, tốt nghiệp THPT trở lên",Hành chính/văn phòng
Nhân viên Kinh doanh ,https://www.facebook.com/groups/hrtuyendungcnns/permalink/6974367412587246/,6 triệu + %HH,Nhân viên,"[Gò Vấp] Bên mình đang tuyển Nhân viên KINH DOANH Fulltime PV đi làm ngay. Không yêu cầu kinh nghiệm, không áp KPI. Môi trường làm việc vui vẻ, năng động. Lương:6tr+%hh. Làm tại: 33 Đường số 8, KDC CityLand, Phường 5, Gò Vấp. Quan tâm ib cho mình hoặc liên hệ sđt: 0353378969", Không yêu cầu kinh nghiệm,Tư vấn/ Bán hàng/ Kinh doanh
"Telesale spa, làm đẹp",https://www.facebook.com/groups/hrtuyendungcnns/permalink/6975168889173765/,8TR + HH. ĐẢM BẢO thu nhập trên 12tr/tháng,Nhân viên,"NGHỈ LỄ XONG RỒI - ĐI LÀM THÔI ỨNG VIÊN ƠIII
TUYỂN DỤNG TELESALE MẢNG SPA, LÀM ĐẸP 
- LC 8TR + HH. ĐẢM BẢO thu nhập trên 12tr/tháng
Không yêu cầu bằng cấp
 Có kinh nghiệm 3 - 6 tháng ở các vị trí telesale, CSKH, NVKD
 Làm việc tại số 01 Đường số 2, KDC Cityland, phường 10, Gò Vấp, HCM
 Làm việc giờ hành chính. Off 4 ngày/tháng
 Mô tả công việc:
- Liên lạc với khách hàng thông qua data có sẵn để tư vấn các gói dịch vụ làm đẹp
- Đặt lịch hẹn cho khách hàng tới sử dụng dịch vụ
------------------------
Ứng viên quan tâm inbox hoặc liên hệ (zalo) 0357022302","Không yêu cầu bằng cấp
 Có kinh nghiệm 3 - 6 tháng ở các vị trí telesale, CSKH, NVKD",Tư vấn/ Bán hàng/ Kinh doanh
Telesale,https://www.facebook.com/groups/hrtuyendungcnns/permalink/6564279570262701/,Thu nhập 8 - 20 triệu vnđ,Nhân viên,"Trâm hiện đang tuyển nhiều vị trí NV Telesale tại Shinhan Finance nha mọi người ơi! :-*:-*
Với NV Telesale yêu cầu rất đơn giản:
-  Tốt nghiệp THPT
-  Ko cần kinh nghiệm 
-  Chăm chỉ và chút nhạy bén là thành Top Sale vì khai thác nguồn KH hiện hữu của Shinhan Finance, không phải tìm kiếm KH 
-  Ký kết HĐ lao động với Lương cơ bản và đầy đủ chế độ BHXH, BHYT, BHTN, Lễ Tết,... 
-  Dòng sản phẩm đa dạng: Vay cá nhân, Thẻ tín dụng, Bảo hiểm,.... dễ chốt sale
-  Thu nhập 8 - 20 triệu vnđ
-  Làm giờ hành chính T2 - T6 và sáng T7 tại Lottery Tower Q5
Còn chần chờ gì nữa mà không nhắn tin nào các bạn! 
 Liên hệ với Trâm qua sđt 0916.156.376 hoặc inbox để có cơ hội đồng hành và phát triển cùng nhau nha...","-  Tốt nghiệp THPT
-  Ko cần kinh nghiệm 
-  Chăm chỉ và chút nhạy bén là thành Top Sale vì khai thác nguồn KH hiện hữu của Shinhan Finance, không phải tìm kiếm KH ",Tư vấn/ Bán hàng/ Kinh doanh
ADS,https://www.facebook.com/groups/389163092635125/permalink/689535435931221/,Thu nhập: 9tr - 30tr (lương cứng + thưởng % DS + thưởng nóng),Nhân viên,"AZT TUYỂN GẤP 5 BẠN ADS
Thu nhập: 9tr - 30tr (lương cứng + thưởng % DS + thưởng nóng)
Yêu cầu nhỏ: từ 18 - 25 tuổi có kinh nghiệm chạy ads, có laptop, làm việc fulltime
Địa chỉ : Nguyễn Hoàng, Mỹ Đình 2, Nam Từ Liêm
ib trao đổi cụ thể.","từ 18 - 25 tuổi có kinh nghiệm chạy ads, có laptop, làm việc fulltime",Tiếp thị trực tuyến
Facebook Ads,https://www.facebook.com/groups/389163092635125/permalink/689535435931221/,LƯƠNG CỨNG 8-12 tr + %dt + Thưởng. Trung bình 15-30m/tháng,Nhân viên,"[Thanh Xuân + Hoàng Mai] Phỏng vấn đi làm luôn 
Mở thêm CS3, tuyển gấp 10 FB ads - Chạy CĐ thị trường ĐNA - Sản phẩm sạch, phong phú đa dạng.
Yêu cầu : - 3 tháng KN hoặc làm các công việc liên quan về Marketing, sẽ được đào tạo chuyên sâu từ A-Z
- Học Cao đẳng/Đại học
Quyền lợi
- LƯƠNG CỨNG 8-12 tr + %dt + Thưởng. Trung bình 15-30m/tháng
- Lộ trình thăng tiến rõ ràng
- Nhân viên chính thức được nghỉ 14 ngày phép/năm có lương; Thưởng các ngày lễ, tết …theo quy định chung của Nhà nước.
- Được cung cấp máy tính làm việc. Gửi xe miễn phí
- Trà bánh, đồ uống miễn phí hàng tuần
Thời gian làm việc: Làm 7,5h/ngày từ 8h30 - 17h30 nghỉ trưa 1.5h ( nghỉ 2 buổi T7 và 4 CN/ tháng )
KHÔNG LÀM OVERTIME.
 Ứng viên quan tâm vui lòng ib để nhận JD chi tiết.","- 3 tháng KN hoặc làm các công việc liên quan về Marketing, sẽ được đào tạo chuyên sâu từ A-Z
- Học Cao đẳng/Đại học",Tiếp thị trực tuyến
Marketing Ads Facebook,https://www.facebook.com/groups/389163092635125/permalink/689535435931221/,Lương cứng: 7.000.000 – 20.000.000VNĐ/ tháng,Nhân viên,"[CẦU GIẤY ] TUYỂN GẤP 03 BẠN MKT ADS FB:
Lương cứng: 7.000.000 – 20.000.000VNĐ/ tháng
TN = (Lương cứng+ phụ cấp + % KPI cá nhân + thưởng)
LĨNH VỰC: Mỹ phẩm, dược mỹ phẩm – Thị trường Việt, Malaysia
Yêu cầu: Biết chỉnh sửa ảnh và edit video, Canva
Thời gian làm việc: 8h30 – 17h30( nghỉ trưa 1h30) T2 - T7
Địa chỉ: 232 Phạm Văn Đồng – Bắc Từ Liêm - Hà Nội
Quan tâm ib hoặc gửi CV qua mail: hahuyen.hr.nac@gmail.com","Biết chỉnh sửa ảnh và edit video, Canva",Tiếp thị trực tuyến
Facebook Ads,https://www.facebook.com/groups/389163092635125/permalink/689535435931221/,10tr + thưởng,Nhân viên,"Nguyễn Trãi, Thanh Xuân cần tuyển Fb ads hàng gia dụng
- Fb ads chạy tt Vn. Lc 10tr + thưởng. Yc kn 1 năm chạy chuyển đổi tt VN.
- Fb ads chạy tt Đna. Lc 10tr + thưởng. Yc kn 1 năm chạy chuyển đổi tt Đna",Không yêu cầu kinh nghiệm,Tiếp thị trực tuyến
Marketing Ads Facebook,https://www.facebook.com/groups/389163092635125/permalink/689535435931221/,Thu Nhập TB 7-15tr (Không giới hạn tùy theo năng lực),Nhân viên,"TUYỂN DỤNG MKT TPCN FB ADS .CHẠY THỊ TRƯỜNG THÁI LAN
- Vị Trí MKT : 6 bạn - không yêu cầu kinh nghiệm
- Yêu cầu: làm full-time, biết chỉnh sửa ảnh và edit video
- Thu Nhập TB 7-15tr (Không giới hạn tùy theo năng lực)
_Chất lượng, tỷ lệ chốt cao
_ Chỉ cần Trung Thực, nghiêm túc và chủ động trong công việc.
Địa chỉ : HOÀNG QUỐC VIỆT, CẦU GIẤY, HÀ NỘI.
Liên hệ : IB để nhận JD hoặc zalo 0386674788- Ms Mai.","làm full-time, biết chỉnh sửa ảnh và edit video",Tiếp thị trực tuyến
Facebook Ads,https://www.facebook.com/groups/389163092635125/permalink/689535435931221/,Thu nhập 15-20 triệu/tháng,Nhân viên,"[HOÀNG MAI - HÀ NỘI]
NHÂN VIÊN FACEBOOK ADS KINH NGHIỆM TỪ 3 THÁNG
- Thu nhập 15-20 triệu/tháng
- Được cung cấp máy tính làm việc
- Làm hệ 24 công (nghỉ thứ 7 cách tuần)
- Thưởng ngày, thưởng tháng, thưởng team thường xuyên
Địa chỉ: Chung cư X2, Đại Kim, Hoàng Mai, Hà Nội
IB MÌNH GỬI JD!r",Không yêu cầu kinh nghiệm,Tiếp thị trực tuyến
Nhân viên tuyển sinh ,https://www.facebook.com/groups/533101354102783/permalink/1505834363496139/,Lương cứng 6.000.000 + hoa hồng doanh số hàng tháng + thưởng nóng.( Thu nhập từ 15 – 20TR),Nhân viên,"AN KHÁNH- HOÀI ĐỨC} TUYỂN DỤNG NHÂN VIÊN TUYỂN SINH
Quyền lợi
- Thu nhập: Lương cứng 6.000.000 + hoa hồng doanh số hàng tháng + thưởng nóng.( Thu nhập từ 15 – 20TR)
- Thời gian làm việc (8 tiếng): 09:00- 18:00 hàng ngày (nghỉ trưa 1 tiếng) – Chủ nhật nghỉ
- BHXH, BHYT, BHTN, Thưởng lễ Tết
- Địa điểm làm việc: Tại Cơ sở 2 Số 39 Lô A19 Geleximco A. Lê trọng tấn, hoài đức, Hà Nội
(Gần trường Alpha School/ Mầm non Lomonoxop)
Mô tả công việc:
- Giới thiệu, tư vấn cho Khách hàng có con em có nhu cầu học tiếng Anh
- Tham gia tổ chức các sự kiện,hoạt động của Trung tâm giành cho Học viên mới/ Học viên cũ
- Chi tiết công việc sẽ trao đổi trong quá trình phỏng vấn.
Yêu cầu
- Nhanh nhẹn, hoạt ngôn, chăm chỉ.
- Hoạt ngôn, giọng nói dễ nghe.
𝐙𝐄𝐋𝐃𝐀 𝐄𝐍𝐆𝐋𝐈𝐒𝐇
Giỏi Tiếng Anh - Tấm hộ chiếu toàn cầu
----------------------------
𝐀𝐝𝐝: Số 39, Lô A19 Geleximco, Lê Trọng Tấn, Hà Nội.","- Nhanh nhẹn, hoạt ngôn, chăm chỉ.
- Hoạt ngôn, giọng nói dễ nghe.",Tư vấn/ Giáo dục/ đào tạo
Nhân viên pha chế,https://www.facebook.com/groups/533101354102783/permalink/1505834363496139/,Pha chế 17- 18k/h theo năng lực ,Nhân viên,"Mình đang tìm gấp 1 bạn có thể đi làm luôn 
Tuyển nhân viên SENDA Coffe - S205 đi làm ngay
Vị trí: Pha chế 
Ca làm: Part time (ca sáng 7h-12h)
Lương:  Pha chế 17- 18k/h theo năng lực 
Ưu tiên những bạn có kinh nghiệm
Địa điểm: Senda Coffe - toà S205 mặt nội khu
Liên hệ: 0898001996 hoặc ib trực tiếp",Không yêu cầu kinh nghiệm,Thực phẩm & đồ uống
Nhân viên chốt đơn đóng gói,https://www.facebook.com/groups/533101354102783/permalink/1502126440533598/,• Part time :20-25k/1h,Nhân viên,"BÊN MÌNH TUYỂN CHỐT ĐƠN ĐÓNG GÓI
- Cần 2 bạn đóng gói , chốt đơn
• Độ tuổi từ 18___26t
Thu nhập : 
• Part time :20-25k/1h
Thời gian
• Tối : 20-24h
Yêu cầu: • Không cần kinh nghiệm.
• Thái độ tốt,Vui vẻ , hoà đồng ,trân thật , nhanh nhẹn ưu tiên có kinh nghiệm .
Liên hệ : Ib để được nhận việc nhé.
0355509057
Nơi Làm Việc Gelexeco C , Dương Nội ,Hà Đông","• Độ tuổi từ 18-26t
• Không cần kinh nghiệm.
• Thái độ tốt,Vui vẻ , hoà đồng ,trân thật , nhanh nhẹn ưu tiên có kinh nghiệm ",Tiếp thị trực tuyến
Telesale,https://www.facebook.com/groups/533101354102783/permalink/1502126440533598/,7TR4 + DOANH SỐ + THƯỞNG NÓNG. THỰC NHẬN 10tr —> 40tr,Nhân viên,"MÌNH ĐANG CẦN TUYỂN VÀI BẠN GỌI ĐIỆN CHO KHÁCH HÀNG THEO DATA CÓ SẴN CỦA CTY, PHỎNG VẤN ĐI LÀM LUÔN KHÔNG YÊU CẦU KINH NGHIỆM
LƯƠNG CỨNG : 7TR4 + DOANH SỐ + THƯỞNG NÓNG. THỰC NHẬN 10tr —> 40tr
THỜI GIAN LÀM VIÊC: 7H45 - 17H15 TỪ T2 - SÁNG T7, NGHỈ CHIỀU T7 VÀ CN
ĐỘ TUỔI : 18T TRỞ LÊN YÊU CẦU : CÓ LAPTOP, CHĂM CHỉ, NHIỆT TÌNH, HAM HỌC HỎI
LÀM VIÊC TẠI: TOÀ NHÀ SÔNG ĐÀ, MỄ TRÌ
LH: 0395839602 số zalo hoặc inbox qua fb cho mình","KHÔNG YÊU CẦU KINH NGHIỆM
18T TRỞ LÊN YÊU CẦU : CÓ LAPTOP, CHĂM CHỉ, NHIỆT TÌNH, HAM HỌC HỎI",Tư vấn/ Tiếp thị trực tuyến
